seed,source,redshift,log_a,p,s,populated_bins,weighted_log_residual,peak_height_max_relative_error,collapse_threshold
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.3661.000.mf.out,0.366101,-0.16919089490446082,0.8407223454763874,0.305366417690302,47,0.02380387057633232,0.000908272336416216,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.3260.000.mf.out,0.325966,-0.16749210640620785,0.8521778592167419,0.30110385859697314,48,0.024238749864697443,0.0008354966468524516,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.2867.000.mf.out,0.286745,-0.16761911000685198,0.8580593576937006,0.2980151605735325,49,0.024724543672957087,0.0007393805403079767,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.2484.000.mf.out,0.248384,-0.1624349974518165,0.8749017061375881,0.29419292923225254,50,0.025011287149217656,0.0006516550190427406,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.2108.000.mf.out,0.210832,-0.16100738131977455,0.8841403168584917,0.2914727687008551,51,0.02540644452350275,0.0005675838900318642,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.1740.000.mf.out,0.174043,-0.15682478610280295,0.897052646129992,0.288759286604746,51,0.02579817103060068,0.00047724441443519616,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.1380.000.mf.out,0.137969,-0.15501160067355987,0.9050686372738292,0.2868946156824596,51,0.0263387025399859,0.0003818725853728111,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.1026.000.mf.out,0.102568,-0.1570812986767829,0.9025528117425259,0.2872333951915906,52,0.0276080091815382,0.0002898390632999348,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.0678.000.mf.out,0.067799,-0.1544650547727241,0.910238611717126,0.28608169549165724,52,0.028283122802279972,0.00022746210673973977,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.0336.000.mf.out,0.033622,-0.15254733995892222,0.9163155238150704,0.2851333350300146,53,0.028820220591082944,5.3336010022775326e-05,1.686
4,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed005237/pinocchio.0.0000.000.mf.out,0.0,-0.15507257485999415,0.9133146869900014,0.2855189311641842,53,0.03001019982591629,1.5931206182928648e-05,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.4926.000.mf.out,0.492563,-0.17790872799023455,0.792793267359077,0.32413086049005047,45,0.022862921653735668,0.0011206161765604516,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.4493.000.mf.out,0.449338,-0.17304367395719,0.813849442207882,0.3165237935805084,47,0.023156583757779944,0.001076067661419433,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.4072.000.mf.out,0.407205,-0.16774811955580926,0.8338692613495515,0.3100564554605115,47,0.023446216234074925,0.0009814294365793064,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.3661.000.mf.out,0.366101,-0.16990162436284514,0.8364432020996709,0.30653061443093715,47,0.024051873492729026,0.0008875714825711256,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.3260.000.mf.out,0.325966,-0.16551497407165178,0.853790190322133,0.30127661788190213,48,0.024186262839074244,0.0008192246274911774,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.2867.000.mf.out,0.286745,-0.16428268980213315,0.8641590120038585,0.2973907403737562,47,0.024491255250209912,0.0007222323876410197,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.2484.000.mf.out,0.248384,-0.15980482289574727,0.8793440919681633,0.2937385965862782,49,0.02478514787183643,0.0006423539891922125,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.2108.000.mf.out,0.210832,-0.1567064363636227,0.8912771104482046,0.2907089520570762,50,0.02524439418244466,0.0005579845888039614,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.1740.000.mf.out,0.174043,-0.1535137232933933,0.9030259244615376,0.2880272976089813,50,0.025687816004971553,0.00046984914965153557,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.1380.000.mf.out,0.137969,-0.15167906005848175,0.9109827001262836,0.28628637671362533,50,0.02622416375886072,0.0003749322222073026,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.1026.000.mf.out,0.102568,-0.15046448561677142,0.9159375376078522,0.2854702448567595,51,0.026952915231979662,0.00028589560591352203,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.0678.000.mf.out,0.067799,-0.15063934742979898,0.9173335483253628,0.285176367459547,51,0.027881911397167197,0.000223027538633902,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.0336.000.mf.out,0.033622,-0.1468374078282307,0.9259597646748059,0.28402552613315285,52,0.028488795054201585,5.23431848096223e-05,1.686
5,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed006211/pinocchio.0.0000.000.mf.out,0.0,-0.1467356071166535,0.9273985754716937,0.28402351465409764,53,0.029401352608838048,1.5962892586873778e-05,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.4926.000.mf.out,0.492563,-0.1771222433609963,0.797454298139399,0.3228136442156666,45,0.022604231122601532,0.0011099949585930968,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.4493.000.mf.out,0.449338,-0.17742345398643733,0.8055592828751336,0.3172427942777326,45,0.02305675172064533,0.0010267987863563643,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.4072.000.mf.out,0.407205,-0.17333211732716036,0.8221971967288214,0.31123902617222243,46,0.02337666414657137,0.0009557142270146812,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.3661.000.mf.out,0.366101,-0.16715648571687095,0.8444988710427783,0.30494055685264543,47,0.023421250660031884,0.000889310774342178,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.3260.000.mf.out,0.325966,-0.16486561043694584,0.8572622476071704,0.3003823944239833,48,0.02362363232875105,0.0008192246274911774,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.2867.000.mf.out,0.286745,-0.16259578344073,0.8684277041293048,0.29679224464137516,49,0.02411490043264605,0.0007392546934261723,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.2484.000.mf.out,0.248384,-0.16063588775713986,0.8780223202276799,0.2938610423360757,49,0.02471406673378239,0.0006413592906628907,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.2108.000.mf.out,0.210832,-0.15751747680245487,0.8904053440272296,0.2908761030655481,49,0.025003178128502838,0.0005496529041659759,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.1740.000.mf.out,0.174043,-0.15684370020352933,0.8964480837910493,0.2887856977931392,50,0.025544094713792938,0.00046857823989809866,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.1380.000.mf.out,0.137969,-0.15354051711680125,0.907217138100346,0.2866723182525043,50,0.025959526559674498,0.00037453010119437025,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.1026.000.mf.out,0.102568,-0.1548048405743246,0.908980048594095,0.2858705188087111,51,0.02672703295542977,0.0002859748996135725,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.0678.000.mf.out,0.067799,-0.155544210631841,0.9081723778504757,0.28605435514042693,52,0.028007300897167107,0.00022678065832004712,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.0336.000.mf.out,0.033622,-0.15550172111051316,0.9077648634771428,0.28655409182083685,52,0.029461863351121324,5.175941562796105e-05,1.686
6,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed007213/pinocchio.0.0000.000.mf.out,0.0,-0.15669810519786118,0.9062301251982658,0.2871364509559784,53,0.030967439375007826,1.593484425188585e-05,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.4926.000.mf.out,0.492563,-0.17235112931592,0.807586292741029,0.32161194635773405,46,0.022328512538253624,0.0011690484547293156,1.686
