map,z_lo,z_hi,ell_min,ell_max,ell_effective,low_theory_cl,low_observed_cl,high_observed_cl,low_observed_over_theory,high_observed_over_theory,high_over_low_observed
segment_4,1.25591854,1.3991603,440,459,449.5738888888889,2.5823716060017105e-07,2.540928242620773e-07,2.5345426289388555e-07,0.9839514331381979,0.9814786621136573,0.9974868972784013
segment_4,1.25591854,1.3991603,460,479,469.5707446808511,2.4132769503672804e-07,2.2871767323949439e-07,2.2808943789152112e-07,0.9477473076792345,0.9451440617157837,0.9972532277935714
segment_4,1.25591854,1.3991603,480,499,489.5678571428571,2.273964887615112e-07,2.2541998335611987e-07,2.2475635287112782e-07,0.991308109390096,0.9883897244642492,0.9970560263774678
segment_4,1.25591854,1.3991603,500,519,509.56519607843137,2.1601851550535946e-07,2.1588684904930305e-07,2.153332296955229e-07,0.9993904853213699,0.9968276524434334,0.9974356040851116
segment_4,1.25591854,1.3991603,520,539,529.5627358490566,2.0543343428270897e-07,2.042815591545178e-07,2.0375088826221207e-07,0.9943929519933644,0.9918097751401973,0.9974022574798133
segment_4,1.25591854,1.3991603,540,559,549.5604545454545,1.9504463485016234e-07,1.9378467261637956e-07,1.9321232122526581e-07,0.9935401338532038,0.9906056702031094,0.99704645685654
segment_4,1.25591854,1.3991603,560,579,569.5583333333333,1.843258860295454e-07,1.8180360754032132e-07,1.8123105704494554e-07,0.9863162003799087,0.9832100143324211,0.99685071983377
segment_4,1.25591854,1.3991603,580,599,589.5563559322034,1.7357310960240458e-07,1.7353980073756682e-07,1.7318195581819594e-07,0.9998080989335615,0.9977464609287428,0.997937966288713
segment_4,1.25591854,1.3991603,600,619,609.5545081967213,1.634519013432082e-07,1.6747675011893005e-07,1.6703886355509618e-07,1.0246240560228825,1.0219450626295026,0.9973853889359394
segment_4,1.25591854,1.3991603,620,639,629.5527777777778,1.5406676870292607e-07,1.5416623795268733e-07,1.5370702496422376e-07,1.0006456243004165,0.9976650140602613,0.9970213128726375
segment_4,1.25591854,1.3991603,640,659,649.5511538461539,1.4611200917394082e-07,1.4118749966338817e-07,1.4092315085197278e-07,0.9662963397848413,0.9644871194961743,0.9981276755233598
segment_4,1.25591854,1.3991603,660,679,669.5496268656716,1.392160211614656e-07,1.3914718918247582e-07,1.3870190948210713e-07,0.9995055742980189,0.9963070940034826,0.9967999375123219
segment_4,1.25591854,1.3991603,680,699,689.5481884057971,1.3300922615846946e-07,1.3510850452343433e-07,1.347473825566555e-07,1.0157829529995441,1.013067938581307,0.9973271707206545
segment_4,1.25591854,1.3991603,700,719,709.5468309859154,1.2744605656611863e-07,1.2680459164433773e-07,1.266692151520562e-07,0.9949667730876545,0.9939045472649881,0.9989324007078447
segment_4,1.25591854,1.3991603,720,739,729.5455479452055,1.2208680198581423e-07,1.2234916395208662e-07,1.220032702264093e-07,1.0021489789396143,0.9993158002499349,0.9971728966957815
segment_4,1.25591854,1.3991603,740,759,749.5443333333334,1.1649187599737753e-07,1.1644530802362573e-07,1.1602035603752132e-07,0.9996002470270731,0.9959523361108304,0.9963506302373455
segment_4,1.25591854,1.3991603,760,779,769.5431818181818,1.1121505332221577e-07,1.1272084211297006e-07,1.1224965144405412e-07,1.0135394332491274,1.009302680625804,0.9958198443155374
segment_4,1.25591854,1.3991603,780,799,789.5420886075949,1.0614707837788217e-07,1.0577193616511407e-07,1.0531452834387692e-07,0.9964658262996877,0.9921566373118497,0.9956755275754514
segment_4,1.25591854,1.3991603,800,819,809.5410493827161,1.0133644468184168e-07,1.0090402091875442e-07,1.0061676812562769e-07,0.9957327912534834,0.9928981467775636,0.997153207666937
segment_4,1.25591854,1.3991603,820,839,829.5400602409638,9.691618075563097e-08,9.573952566736345e-08,9.531786271711695e-08,0.987859043979102,0.9835082436590842,0.9955957276025001
segment_4,1.25591854,1.3991603,840,859,849.5391176470588,9.308181554266471e-08,9.275590995065995e-08,9.245356237633878e-08,0.9964987190021516,0.9932505273703222,0.9967403955771443
segment_4,1.25591854,1.3991603,860,879,869.5382183908046,8.954297973597422e-08,8.868065605789024e-08,8.845067472253007e-08,0.9903697232253535,0.9878013327603693,0.9974066347094903
segment_4,1.25591854,1.3991603,880,899,889.5373595505617,8.618876808982222e-08,8.614159107613114e-08,8.582050924040638e-08,0.9994526315349824,0.995727298839774,0.9962726270583858
segment_4,1.25591854,1.3991603,900,919,909.5365384615385,8.294374019698719e-08,8.367362369812436e-08,8.33906743534661e-08,1.008799741841925,1.0053884012876375,0.9966184165074637
segment_4,1.25591854,1.3991603,920,939,929.535752688172,7.988031975362024e-08,8.131330398060607e-08,8.089657411901446e-08,1.0179391398457802,1.0127222120358146,0.9948750101005488
segment_4,1.25591854,1.3991603,940,959,949.535,7.694782027908784e-08,7.746936546119233e-08,7.698694296285917e-08,1.0067779071611496,1.0005084313451562,0.993772732028187
segment_4,1.25591854,1.3991603,960,979,969.5342783505155,7.403269275243001e-08,7.404152443716097e-08,7.376017866293043e-08,1.00011929438742,0.996319003410954,0.996200162322842
segment_4,1.25591854,1.3991603,980,999,989.5335858585859,7.127353144119155e-08,7.275176887869162e-08,7.235605814729247e-08,1.020740342278673,1.0151883410883622,0.9945608094827362
segment_4,1.25591854,1.3991603,1000,1019,1009.5329207920792,6.868728212280009e-08,6.866464458968511e-08,6.832201353835272e-08,0.9996704261339894,0.9946821511470735,0.9950100804660122
segment_4,1.25591854,1.3991603,1020,1039,1029.532281553398,6.633518301621389e-08,6.768616494525233e-08,6.7242747320542e-08,1.020365993845351,1.0136814924307405,0.9934489178834554
segment_4,1.25591854,1.3991603,1040,1059,1049.5316666666668,6.413282337182015e-08,6.526646376237757e-08,6.502623901539841e-08,1.017676446021797,1.013930708124271,0.9963193233840004
segment_4,1.25591854,1.3991603,1060,1079,1069.5310747663552,6.204581105186138e-08,6.186200113029442e-08,6.15130243217683e-08,0.9970375127917449,0.9914130104666092,0.9943587856495121
segment_4,1.25591854,1.3991603,1080,1099,1089.530504587156,6.003357713758488e-08,6.083979600977771e-08,6.051529802189681e-08,1.013429465819522,1.0080241909158258,0.994666353124709
segment_4,1.25591854,1.3991603,1100,1119,1109.529954954955,5.8086931025433644e-08,5.896894406602223e-08,5.854378126263426e-08,1.0151843629026018,1.0078649401704591,0.9927900556789359
segment_4,1.25591854,1.3991603,1120,1139,1129.529424778761,5.6239608931616195e-08,5.808654538146467e-08,5.7784416189006796e-08,1.0328404924026806,1.0274683143559726,0.9947986372666211
segment_4,1.25591854,1.3991603,1140,1159,1149.5289130434783,5.448371098515836e-08,5.577476039510738e-08,5.5356822943921056e-08,1.02369606230201,1.0160251925387487,0.9925066921269466
segment_4,1.25591854,1.3991603,1160,1179,1169.5284188034188,5.279371235515154e-08,5.355371932445746e-08,5.320610933417183e-08,1.0143957856987444,1.007811479068682,0.9935091344789776
segment_4,1.25591854,1.3991603,1180,1199,1189.5279411764707,5.117890862637539e-08,5.294713864977306e-08,5.2477799951578135e-08,1.0345499751920542,1.025379426018736,0.9911357117652866
segment_4,1.25591854,1.3991603,1200,1219,1209.527479338843,4.964288740682375e-08,5.0828462008062045e-08,5.043551879142955e-08,1.0238820637390107,1.0159666656395343,0.9922692286740808
segment_4,1.25591854,1.3991603,1220,1239,1229.5270325203253,4.818130550730801e-08,4.861916546978189e-08,4.819891897553006e-08,1.0090877562960072,1.0003655664377833,0.9913563614226776
segment_4,1.25591854,1.3991603,1240,1259,1249.5266,4.679487696002264e-08,4.802307800860534e-08,4.7486728460263006e-08,1.026246485264444,1.014784770154037,0.9888314208379932
segment_4,1.25591854,1.3991603,1260,1279,1269.5261811023622,4.547451303587497e-08,4.670676467234933e-08,4.631674444888414e-08,1.0270976323705157,1.018520955075313,0.9916495988064854
segment_4,1.25591854,1.3991603,1280,1299,1289.5257751937984,4.4214167521786224e-08,4.557426301124607e-08,4.5170974825737996e-08,1.0307615311040217,1.0216402876630055,0.9911509663818686
segment_4,1.25591854,1.3991603,1300,1319,1309.5253816793893,4.300935770188121e-08,4.490054602680817e-08,4.448053515180312e-08,1.043971554702949,1.0342059851281518,0.99064575128431
segment_4,1.25591854,1.3991603,1320,1339,1329.525,4.1838796199610464e-08,4.322824503575601e-08,4.29277534108993e-08,1.0332095796809393,1.0260274508399687,0.9930487202381646
segment_4,1.25591854,1.3991603,1340,1359,1349.5246296296295,4.07087541604453e-08,4.2144007117630545e-08,4.164308509798267e-08,1.0352566170786874,1.0229515974341759,0.9881140391266136
segment_4,1.25591854,1.3991603,1360,1379,1369.5242700729927,3.962813210819594e-08,4.20636862910273e-08,4.157725933289579e-08,1.0614602317409665,1.0491854427904446,0.988435940807326
segment_4,1.25591854,1.3991603,1380,1399,1389.5239208633093,3.8594182464227583e-08,4.007031070005218e-08,3.956023674063385e-08,1.0382474285390757,1.0250310853792974,0.9872705264694226
segment_4,1.25591854,1.3991603,1400,1419,1409.5235815602837,3.760447408396781e-08,3.9195336593554906e-08,3.8860619437568744e-08,1.0423051391713345,1.0334041462937644,0.9914602811182083
segment_4,1.25591854,1.3991603,1420,1439,1429.5232517482518,3.665690695599269e-08,3.838810035393405e-08,3.796566184777817e-08,1.0472269359774324,1.0357028183899057,0.9889955871152507
segment_4,1.25591854,1.3991603,1440,1459,1449.5229310344828,3.5748602088259864e-08,3.6842501392602634e-08,3.6372463446830865e-08,1.03059977846524,1.0174513497627333,0.9872419643616775
segment_4,1.25591854,1.3991603,1460,1479,1469.522619047619,3.487733289351463e-08,3.6220621096715584e-08,3.5714520332479435e-08,1.0385146481040337,1.0240037689097632,0.9860272753776151
segment_4,1.25591854,1.3991603,1480,1499,1489.5223154362416,3.404097868898991e-08,3.599240348236122e-08,3.557445336581139e-08,1.057325754679388,1.045047902142645,0.9883878242042198
segment_4,1.25591854,1.3991603,1500,1519,1509.5220198675497,3.323255235069816e-08,3.3954928707221417e-08,3.348718868870131e-08,1.0217370110155888,1.0076622564320672,0.986224679705464
segment_4,1.25591854,1.3991603,1520,1539,1529.5217320261438,3.244822160595483e-08,3.3658000906973786e-08,3.3180511576177676e-08,1.037283377675063,1.0225679539272026,0.9858134970013274
segment_4,1.25591854,1.3991603,1540,1559,1549.5214516129033,3.1694451668517465e-08,3.323840094367174e-08,3.2869753669741626e-08,1.048713550601915,1.037082263278011,0.9889089949135985
segment_4,1.25591854,1.3991603,1560,1579,1569.521178343949,3.0969868676941727e-08,3.2276609968560665e-08,3.1795617405150314e-08,1.0421939564952647,1.0266629715748001,0.9850977979447387
segment_4,1.25591854,1.3991603,1580,1599,1589.5209119496856,3.0272969191719524e-08,3.197071537570963e-08,3.152165459926042e-08,1.056081257614284,1.0412475366929799,0.9859539966130882
segment_4,1.25591854,1.3991603,1600,1619,1609.520652173913,2.9601274898405558e-08,3.0463921624343696e-08,3.0053238919383e-08,1.0291422152896734,1.015268397139266,0.9865190466931704
segment_4,1.25591854,1.3991603,1620,1639,1629.520398773006,2.8952315312174755e-08,3.0210779147773875e-08,2.9820772176506055e-08,1.0434667770791348,1.0299961110179712,0.987090469618141
segment_4,1.25591854,1.3991603,1640,1659,1649.5201515151516,2.8327255323393455e-08,2.990267515448444e-08,2.9368036600410057e-08,1.0556149832768995,1.0367413385142574,0.9821207115646907
segment_4,1.25591854,1.3991603,1660,1679,1669.5199101796406,2.7725055284224307e-08,2.8916947838310175e-08,2.8454919214891636e-08,1.0429897268686084,1.0263250667378336,0.9840222202563706
segment_4,1.25591854,1.3991603,1680,1699,1689.519674556213,2.714459943105529e-08,2.817844733172479e-08,2.7738091222634255e-08,1.0380866884145916,1.021864083612152,0.9843725914381819
segment_4,1.25591854,1.3991603,1700,1719,1709.5194444444444,2.6584482002493417e-08,2.759296357510564e-08,2.7081704770872233e-08,1.0379349717070898,1.0187034965861732,0.981471406547477
segment_4,1.25591854,1.3991603,1720,1739,1729.519219653179,2.6040104250576374e-08,2.751838177537851e-08,2.698673285204711e-08,1.0567692629252594,1.0363527193425035,0.980680225760692
segment_4,1.25591854,1.3991603,1740,1759,1749.519,2.551345408775043e-08,2.61854919287092e-08,2.5848758759195602e-08,1.0263405275760538,1.0131422687924547,0.9871404680717717
segment_4,1.25591854,1.3991603,1760,1779,1769.5187853107345,2.5005132318340393e-08,2.62076242036949e-08,2.5748329680985074e-08,1.0480898029270784,1.0297217928376876,0.9824747745488096
segment_4,1.25591854,1.3991603,1780,1799,1789.5185754189945,2.4514310290365875e-08,2.58250024286263e-08,2.539431253448469e-08,1.0534664089152663,1.035897491452764,0.9833227549413819
segment_4,1.25591854,1.3991603,1800,1819,1809.5183701657459,2.404018383368156e-08,2.512132473294178e-08,2.4710853213461092e-08,1.0449722392615601,1.0278978473883336,0.9836604349553894
segment_4,1.25591854,1.3991603,1820,1839,1829.518169398907,2.358160613389131e-08,2.471888742547558e-08,2.4165032810448322e-08,1.0482274737830422,1.0247407523153613,0.9775938695988216
segment_4,1.25591854,1.3991603,1840,1859,1849.517972972973,2.3136057589825776e-08,2.4365725094351486e-08,2.3827299087151255e-08,1.0531493967695889,1.0298772379279284,0.9779023195445535
segment_4,1.25591854,1.3991603,1860,1879,1869.5177807486632,2.2704825401045736e-08,2.397839370721728e-08,2.3479412854740097e-08,1.0560924069520872,1.0341155432826488,0.9791903970478643
segment_4,1.25591854,1.3991603,1880,1899,1889.5175925925926,2.2287732456057936e-08,2.3272339613e-08,2.2741545300554944e-08,1.0441770897458187,1.0203615529480954,0.977192051969345
segment_4,1.25591854,1.3991603,1900,1919,1909.5174083769634,2.1884170014223937e-08,2.3019757692868652e-08,2.2457417840978446e-08,1.051890826926798,1.026194634129689,0.9755714261030465
segment_4,1.25591854,1.3991603,1920,1939,1929.5172279792746,2.149355220657249e-08,2.248440279250189e-08,2.197906374842468e-08,1.0460998990025674,1.0225887064728059,0.9775249069881576
segment_4,1.25591854,1.3991603,1940,1959,1949.5170512820512,2.1115177745776337e-08,2.1633451315968503e-08,2.1126860387415668e-08,1.0245450725744345,1.0005532817094882,0.9765829815523286
segment_4,1.25591854,1.3991603,1960,1979,1969.5168781725888,2.0746483954324464e-08,2.121625571246622e-08,2.076684683046829e-08,1.0226434396872264,1.0009815097434658,0.9788177099631266
segment_4,1.25591854,1.3991603,1980,1999,1989.5167085427136,2.038840366606454e-08,2.120309841044562e-08,2.068867336191484e-08,1.0399587313320218,1.014727474537405,0.9757382134170848
segment_4,1.25591854,1.3991603,2000,2019,2009.5165422885573,2.00414386208163e-08,2.0854311245992542e-08,2.030302535361061e-08,1.0405595945758077,1.0130522931883048,0.9735648957244815
segment_4,1.25591854,1.3991603,2020,2039,2029.5163793103447,1.970514142553248e-08,2.0611680940030154e-08,2.0008047776716396e-08,1.0460052275150407,1.0153719450493988,0.9707140254562433
segment_4,1.25591854,1.3991603,2040,2059,2049.516219512195,1.9379079268122112e-08,2.0072438522731617e-08,1.9599038428642748e-08,1.0357787511478966,1.0113503411321745,0.9764154169134581
segment_4,1.25591854,1.3991603,2060,2079,2069.5160628019325,1.9062830399320447e-08,1.9532065810943454e-08,1.902134945719725e-08,1.0246152015096213,0.9978239882926999,0.9738524148602828
segment_4,1.25591854,1.3991603,2080,2099,2089.515909090909,1.8755536101047878e-08,1.950843815706419e-08,1.8916277551712737e-08,1.0401429237724773,1.0085703468991152,0.9696459244669453
segment_4,1.25591854,1.3991603,2100,2119,2109.5157582938386,1.8455595615248876e-08,1.915002383029769e-08,1.8546085112277863e-08,1.0376269739284407,1.0049030927484248,0.9684627693745048
segment_4,1.25591854,1.3991603,2120,2139,2129.5156103286386,1.816428544416109e-08,1.888822689900955e-08,1.8259200204876212e-08,1.0398552124207654,1.005225350647946,0.966697419641527
segment_4,1.25591854,1.3991603,2140,2159,2149.515465116279,1.7881484672012884e-08,1.832799749568167e-08,1.7722622961387383e-08,1.0249706795525566,0.9911158545535013,0.9669699576051928
segment_4,1.25591854,1.3991603,2160,2179,2169.5153225806453,1.7606869071589056e-08,1.821572693710232e-08,1.7631779911517464e-08,1.0345807004662593,1.001414836438388,0.9679426998658256
segment_4,1.25591854,1.3991603,2180,2199,2189.5151826484016,1.734012564201053e-08,1.8053383672457825e-08,1.7459585164127006e-08,1.04113338306611,1.0068891958791266,0.9671087415465104
segment_4,1.25591854,1.3991603,2200,2219,2209.515045248869,1.708095058286136e-08,1.787969267673654e-08,1.7279200315511428e-08,1.0467621570591403,1.011606481248707,0.9664148387736877
segment_4,1.25591854,1.3991603,2220,2239,2229.5149103139015,1.6828815730865223e-08,1.7525964451594725e-08,1.695891966788827e-08,1.0414258930562108,1.0077310215468356,0.96764544483286
segment_4,1.25591854,1.3991603,2240,2259,2249.514777777778,1.6582432641447018e-08,1.727000443460024e-08,1.6652631621643583e-08,1.0414638676978352,1.0042333342588774,0.9642517281744434
segment_4,1.25591854,1.3991603,2260,2279,2269.5146475770925,1.634266637075048e-08,1.7087639663153372e-08,1.6323694761268525e-08,1.0455845622435407,0.9988391362185605,0.9552925437951406
segment_4,1.25591854,1.3991603,2280,2299,2289.514519650655,1.610950981744297e-08,1.6514060218923253e-08,1.5921035726888522e-08,1.0251125208690242,0.9883004453462406,0.9640897220808732
segment_4,1.25591854,1.3991603,2300,2319,2309.514393939394,1.588272577995112e-08,1.6435602286435528e-08,1.580192608796014e-08,1.034809925836679,0.994912731409556,0.9614449055512637
segment_4,1.25591854,1.3991603,2320,2339,2329.514270386266,1.5662084645158832e-08,1.6280920232106972e-08,1.564872740620646e-08,1.0395116998131806,0.999147160850232,0.9611697117308032
segment_4,1.25591854,1.3991603,2340,2359,2349.5141489361704,1.544736534552004e-08,1.5935025096822726e-08,1.529092750507219e-08,1.0315691213611462,0.9898728464726048,0.9595797566783274
segment_4,1.25591854,1.3991603,2360,2379,2369.514029535865,1.5238346151840723e-08,1.5733434362282115e-08,1.504899064238316e-08,1.0324896288290175,0.9875737493051575,0.9564975005368328
segment_4,1.25591854,1.3991603,2380,2399,2389.513912133891,1.503427523472674e-08,1.5450121615815093e-08,1.4687416820710093e-08,1.0276598887938286,0.9769288237310263,0.9506343824294381
segment_4,1.25591854,1.3991603,2400,2419,2409.5137966804978,1.4834809538634555e-08,1.5332127037266166e-08,1.4589752302009057e-08,1.0335236861205692,0.9834809313872692,0.9515804471582646
segment_4,1.25591854,1.3991603,2420,2439,2429.513683127572,1.464053551223604e-08,1.4869082691351063e-08,1.4189259876941623e-08,1.0156105750997981,0.9691762890150256,0.9542794381791371
segment_4,1.25591854,1.3991603,2440,2459,2449.5135714285716,1.4451289619515404e-08,1.4773586382846593e-08,1.412457455138587e-08,1.0223022838664828,0.9773919783817543,0.9560694461966066
segment_4,1.25591854,1.3991603,2460,2479,2469.5134615384613,1.4266901152153236e-08,1.4511218117687727e-08,1.3878721446017762e-08,1.0171247394881977,0.9727915892879871,0.9564132613444067
segment_4,1.25591854,1.3991603,2480,2499,2489.513353413655,1.4087205510574075e-08,1.4308396834008588e-08,1.3583238236769664e-08,1.0157015756793273,0.9642251777028364,0.9493193678053891
segment_4,1.25591854,1.3991603,2500,2519,2509.513247011952,1.3912043624100949e-08,1.4179290928453996e-08,1.3426531567602356e-08,1.019209780501987,0.9651013129618498,0.9469113537023874
segment_4,1.25591854,1.3991603,2520,2539,2529.51314229249,1.3741257103824367e-08,1.4134049532634297e-08,1.3417216047928287e-08,1.0285848977165715,0.9764183834530034,0.9492832197134371
segment_4,1.25591854,1.3991603,2540,2559,2549.513039215686,1.3574354049575753e-08,1.4129252882386411e-08,1.3502894135223979e-08,1.0408784705912397,0.994735667414391,0.9556693653672761
segment_4,1.25591854,1.3991603,2560,2579,2569.512937743191,1.341091604428221e-08,1.3733769267711713e-08,1.3031774045578948e-08,1.024073912800845,0.9717288515227929,0.9488854655667498
segment_4,1.25591854,1.3991603,2580,2599,2589.5128378378377,1.3251467881828421e-08,1.3502885133468047e-08,1.2812040786382024e-08,1.018972785044017,0.9668393645620966,0.9488372788291217
segment_4,1.25591854,1.3991603,2600,2619,2609.5127394636015,1.3095907025577646e-08,1.339679880649659e-08,1.2619737586559747e-08,1.022976016883082,0.9636398274599925,0.941996499972813
segment_4,1.25591854,1.3991603,2620,2639,2629.5126425855515,1.294410920563722e-08,1.3214461453633028e-08,1.245934111042475e-08,1.020886122304814,0.9625491343196215,0.9428565177735129
segment_4,1.25591854,1.3991603,2640,2659,2649.512547169811,1.279595417424118e-08,1.3066475175560464e-08,1.230901821620231e-08,1.0211411355210895,0.9619461001963344,0.9420305056121867
segment_4,1.25591854,1.3991603,2660,2679,2669.5124531835204,1.2651325786611564e-08,1.309075879065076e-08,1.228278253904826e-08,1.0347341465591087,0.9708691994989711,0.9382788832546861
segment_4,1.25591854,1.3991603,2680,2699,2689.5123605947956,1.251011096277326e-08,1.2848707776171718e-08,1.2020863974559304e-08,1.0270658521260148,0.9608918746068821,0.9355698786186364
segment_4,1.25591854,1.3991603,2700,2719,2709.512269372694,1.2372180549150362e-08,1.2471997557168307e-08,1.166530566012416e-08,1.0080678589858438,0.9428657797048762,0.9353197518403538
segment_4,1.25591854,1.3991603,2720,2739,2729.5121794871793,1.2236942777765376e-08,1.2487687511186907e-08,1.1652522279446635e-08,1.0204907988845986,0.9522412984245838,0.9331209056126604
segment_4,1.25591854,1.3991603,2740,2759,2749.512090909091,1.2104549670102616e-08,1.2299965914957429e-08,1.147530663893881e-08,1.0161440326307618,0.9480159899944075,0.9329543446119807
segment_4,1.25591854,1.3991603,2760,2779,2769.5120036101084,1.197520492045024e-08,1.2084456587738769e-08,1.1242202649009033e-08,1.0091231563897465,0.9387900018153804,0.9303027047501407
segment_4,1.25591854,1.3991603,2780,2799,2789.511917562724,1.1848817897330652e-08,1.1940021182519232e-08,1.1206491141509082e-08,1.0076972476055293,0.9457898027138828,0.9385654321883388
segment_4,1.25591854,1.3991603,2800,2819,2809.5118327402133,1.1725299393017999e-08,1.2057389939318532e-08,1.1220987616066323e-08,1.0283225643260148,0.9569894328453588,0.9306315606062683
segment_4,1.25591854,1.3991603,2820,2839,2829.511749116608,1.1604563207396133e-08,1.162529253967495e-08,1.0817494506934696e-08,1.0017863087053207,0.9321759305891151,0.9305137457845994
segment_4,1.25591854,1.3991603,2840,2859,2849.5116666666668,1.1486525779830324e-08,1.1555682204492566e-08,1.0762147794869298e-08,1.0060206563749394,0.9369367205675896,0.9313295056422751
segment_4,1.25591854,1.3991603,2860,2879,2869.5115853658535,1.1371105828905076e-08,1.1272715376072571e-08,1.05172485921736e-08,0.991347327664263,0.9249099208485958,0.9329827145726998
segment_4,1.25591854,1.3991603,2880,2899,2889.5115051903113,1.1258220596191306e-08,1.1197337586519506e-08,1.0374940822300946e-08,0.994592128556053,0.9215435719753815,0.9265542582900559
segment_4,1.25591854,1.3991603,2900,2919,2909.5114261168383,1.114752600181357e-08,1.1198289170595135e-08,1.0370710649054392e-08,1.0045537609666313,0.930314999701925,0.926097771817339
segment_4,1.25591854,1.3991603,2920,2939,2929.511348122867,1.1038884131524669e-08,1.1056912554673083e-08,1.018859805209391e-08,1.0016331744163278,0.922973547932936,0.921468628942698
segment_4,1.25591854,1.3991603,2940,2959,2949.511271186441,1.0932590273585742e-08,1.0947545360655112e-08,1.0136684661263038e-08,1.0013679362982717,0.9271988071989039,0.9259321909451718
segment_4,1.25591854,1.3991603,2960,2979,2969.5111952861953,1.0828583313909348e-08,1.0865960016012896e-08,1.0033121672684485e-08,1.0034516705482182,0.9265405623094676,0.9233534503991292
segment_4,1.25591854,1.3991603,2980,2999,2989.511120401338,1.0726798300063806e-08,1.0672739794510618e-08,9.799215577897807e-09,0.9949604249058298,0.9135265998093315,0.9181537043503959
segment_4,1.25591854,1.3991603,3000,3019,3009.5110465116277,1.0627172136179381e-08,1.0583671713437546e-08,9.7191003017591e-09,0.9959066793889843,0.9145518842845481,0.9183108249114772
segment_4,1.25591854,1.3991603,3020,3039,3029.5109735973597,1.0529643786246183e-08,1.0538455871742152e-08,9.641455031409292e-09,1.0008368835332757,0.9156487367600181,0.9148830861703297
segment_4,1.25591854,1.3991603,3040,3059,3049.5109016393444,1.0434153952469592e-08,1.034203677433209e-08,9.512442959248995e-09,0.9911715718823855,0.9116640412419406,0.9197842907364181
segment_4,1.25591854,1.3991603,3060,3079,3069.5108306188927,1.0340644731145437e-08,1.0406430495302396e-08,9.500240970547698e-09,1.0063618629077176,0.9187281081162676,0.9129202347371883
segment_4,1.25591854,1.3991603,3080,3099,3089.5107605177996,1.0249054529810316e-08,1.0136364802356258e-08,9.252942871350815e-09,0.9890048660462983,0.9028094098277828,0.9128462769216744
segment_4,1.25591854,1.3991603,3100,3119,3109.510691318328,1.015907451949955e-08,1.0099055012142043e-08,9.195083392676425e-09,0.9940920300129402,0.9051103400242986,0.9104894845726875
segment_4,1.25591854,1.3991603,3120,3139,3129.5106230031947,1.0070715630888238e-08,9.995158426559347e-09,9.128585284366341e-09,0.9924973351350378,0.9064485205368866,0.913300709682567
segment_4,1.25591854,1.3991603,3140,3159,3149.5105555555556,9.984148193343533e-09,9.946272241662261e-09,9.050963414153685e-09,0.9962063912766715,0.9065333605713098,0.9099854894622361
segment_4,1.25591854,1.3991603,3160,3179,3169.5104889589907,9.899325480627108e-09,9.810370429703527e-09,8.933680765030698e-09,0.9910140290772673,0.9024534835745962,0.9106364361106676
segment_4,1.25591854,1.3991603,3180,3199,3189.510423197492,9.81620074676966e-09,9.726127926933327e-09,8.861644264489256e-09,0.9908240650166028,0.9027570333059324,0.9111173872132439
segment_4,1.25591854,1.3991603,3200,3219,3209.5103582554516,9.734728514857855e-09,9.727835219014687e-09,8.805625998767593e-09,0.9992918861750847,0.904557942764177,0.9051989266384282
segment_4,1.25591854,1.3991603,3220,3239,3229.510294117647,9.654864705875175e-09,9.485485821701147e-09,8.588651506328477e-09,0.982456627893402,0.8895672562974511,0.9054519365448981
segment_4,1.25591854,1.3991603,3240,3259,3249.510230769231,9.576566486372023e-09,9.371652515977618e-09,8.45937338075824e-09,0.9786025638013365,0.8833409544847195,0.9026554672546764
segment_4,1.25591854,1.3991603,3260,3279,3269.5101681957185,9.4997921539382e-09,9.272080285377307e-09,8.375709501606118e-09,0.9760298051924754,0.881672921457962,0.9033258172726539
segment_4,1.25591854,1.3991603,3280,3299,3289.510106382979,9.424500275442903e-09,9.289032358909527e-09,8.354296823542154e-09,0.9856259841292211,0.8864445412889062,0.8993721305674185
segment_4,1.25591854,1.3991603,3300,3319,3309.5100453172204,9.350598784476823e-09,9.188916105345886e-09,8.256836180998235e-09,0.982708842197427,0.8830275334565342,0.8985647584914406
segment_4,1.25591854,1.3991603,3320,3339,3329.509984984985,9.277841232988885e-09,9.081352745121136e-09,8.12983264822991e-09,0.9788217449583959,0.8762633940450455,0.8952226475948288
segment_4,1.25591854,1.3991603,3340,3359,3349.509925373134,9.206423585069462e-09,9.041418432659573e-09,8.048493324729716e-09,0.9820771713483305,0.87422583268734,0.8901803831638635
segment_4,1.25591854,1.3991603,3360,3379,3369.5098664688426,9.136356846500904e-09,9.074561310310878e-09,8.12410244607962e-09,0.9932363044451693,0.8892059036847971,0.8952611777330427
segment_4,1.25591854,1.3991603,3380,3399,3389.509808259587,9.067606932799898e-09,8.916179607183183e-09,7.9240991103092e-09,0.9833001886011443,0.873890891944783,0.8887325580482107
segment_4,1.25591854,1.3991603,3400,3419,3409.509750733138,9.00014044049843e-09,8.824723872334082e-09,7.827763834780217e-09,0.9805095743423051,0.869737965371873,0.8870264892163503
segment_4,1.25591854,1.3991603,3420,3439,3429.509693877551,8.933924823619214e-09,8.657339728527779e-09,7.696109593107546e-09,0.969041031735547,0.8614477673643309,0.8889693409797961
segment_4,1.25591854,1.3991603,3440,3459,3449.5096376811593,8.868928500227214e-09,8.616738285459443e-09,7.658005204199568e-09,0.9715647482374777,0.8634645328354352,0.8887359637140522
