segment,ell,UU_measured_cl,UU_candidate_cl,2UH_measured_cl,2UH_candidate_cl,HH_measured_cl,HH_candidate_cl,linear_projection_correction_cl
1,669.5496268656716,3.939152507772255e-07,4.783321612550794e-07,3.070215818625999e-07,2.798215428757737e-07,2.5782597532448984e-07,1.884398784297612e-07,-8.415846885828973e-10
1,689.5481884057971,3.760847653945539e-07,4.5392782963984943e-07,2.916025203730315e-07,2.6317906247406236e-07,2.533963078031057e-07,1.881457818840654e-07,-7.844721162128579e-10
1,709.5468309859154,3.5401171037323177e-07,4.3118553340821793e-07,2.7521406216116507e-07,2.4771586602139694e-07,2.506468519181133e-07,1.8796077322149297e-07,-6.351509530646198e-10
1,729.5455479452055,3.374993065229094e-07,4.10142441878588e-07,2.6140368925622264e-07,2.3345209613461097e-07,2.478836345068025e-07,1.8787455427509804e-07,-7.448601661175041e-10
1,749.5443333333334,3.1930905361108215e-07,3.9048859885637593e-07,2.4527288953270137e-07,2.2016611126650774e-07,2.438876554696514e-07,1.8785729077446603e-07,-7.167998453925928e-10
1,769.5431818181818,3.029289249186849e-07,3.721510276126523e-07,2.3093105052617347e-07,2.078062068724434e-07,2.4072623854315604e-07,1.8789425898670353e-07,-6.214648720144799e-10
1,789.5420886075949,2.875276083195743e-07,3.5511459376988375e-07,2.1868719075239092e-07,1.9635414821322013e-07,2.3744383424428176e-07,1.8797697986010771e-07,-6.791433616150811e-10
1,809.5410493827161,2.742116097575478e-07,3.390685045327759e-07,2.0629823152807208e-07,1.855957585281152e-07,2.3491957114714672e-07,1.8808169831081084e-07,-5.40925688241386e-10
1,829.5400602409638,2.613244129414414e-07,3.241668766256273e-07,1.9580861158162382e-07,1.7563034108607928e-07,2.3275117615892384e-07,1.8820704398658505e-07,-6.352808283830161e-10
1,849.5391176470588,2.5124102354865894e-07,3.1006578068299206e-07,1.884244828822256e-07,1.6622223411345707e-07,2.312503717823676e-07,1.883357982780917e-07,-5.081988504829185e-10
1,869.5382183908046,2.390407816408258e-07,2.969521247221688e-07,1.7732359838457726e-07,1.5749423122207265e-07,2.298439201790884e-07,1.8846624976485904e-07,-5.97484516740639e-10
1,889.5373595505617,2.2925578223907892e-07,2.8450923890462223e-07,1.6900352613394637e-07,1.4923059747183474e-07,2.2679891893126395e-07,1.8858911342132388e-07,-4.766422132524859e-10
1,909.5365384615385,2.1922407900221396e-07,2.729257688392817e-07,1.602808666206655e-07,1.415550366706958e-07,2.2457835361924916e-07,1.887006653715991e-07,-5.631800920310942e-10
1,929.535752688172,2.0962512621014573e-07,2.6189789756295025e-07,1.5168159682497275e-07,1.342626204488661e-07,2.238637092202822e-07,1.887963929243979e-07,-4.4529826205303876e-10
1,949.535,2.00510007504731e-07,2.516223624954596e-07,1.443086937609566e-07,1.274813348809968e-07,2.21827290729465e-07,1.888720384475825e-07,-5.307614431961604e-10
1,969.5342783505155,1.9214137797682096e-07,2.4180879181980245e-07,1.3692242353623775e-07,1.210181982364801e-07,2.2082178942522911e-07,1.889265868474032e-07,-4.174355565495605e-10
1,989.5335858585859,1.8419558754545806e-07,2.3265000544808427e-07,1.302921300880078e-07,1.1499684096440055e-07,2.1999939051807433e-07,1.889562894820277e-07,-4.855644587747802e-10
