zbin,massbin,n_sample,lower,upper,count,expected,sigma,ratio,pull
2,2,2463,0.2,0.24000000000000002,0,4.2446580927860964e-05,0.006515103190980698,0.0,-0.006515104931357444
2,2,2463,0.24000000000000002,0.28,0,0.00021704108021535523,0.014732305783447683,0.0,-0.01473232251662936
2,2,2463,0.28,0.32,0,0.0010108246284857303,0.03179339899827243,0.0,-0.03179353766298016
2,2,2463,0.32,0.36,0,0.004288153226914713,0.06548349573745764,0.0,-0.06548448855123992
2,2,2463,0.36,0.4,0,0.016564931154754853,0.12870174241557583,0.0,-0.1287079012595413
2,2,2463,0.4,0.44,0,0.05822639796931491,0.24128486861122517,0.0,-0.24131806650144028
2,2,2463,0.44,0.48000000000000004,0,0.18602362926320118,0.4312266317591077,0.0,-0.4313825157420192
2,2,2463,0.48000000000000004,0.52,0,0.5393539109710443,0.7340878971833921,0.0,-0.7347266084081772
2,2,2463,0.52,0.56,2,1.4165333033859178,1.189040295505207,1.4118976202108562,0.4907038885222768
2,2,2463,0.56,0.6000000000000001,1,3.36264154210976,1.8301906105246737,0.29738525129044485,-1.2909264906743485
2,2,2463,0.6000000000000001,0.64,7,7.197108478384445,2.673084929402681,0.9726128237504779,-0.07373820270966484
2,2,2463,0.64,0.6799999999999999,12,13.850930742001884,3.698956407818295,0.8663677714892416,-0.5003926886214897
2,2,2463,0.6799999999999999,0.72,20,23.91603129975571,4.844150784530345,0.8362591497446439,-0.8084040885476648
2,2,2463,0.72,0.76,30,37.18272028364845,6.01651718002515,0.8068263906229814,-1.193833586563186
2,2,2463,0.76,0.8,55,53.8221734864436,7.211802223131124,1.021883666846956,0.1633193031526347
2,2,2463,0.8,0.8400000000000001,94,81.54436412234702,8.843779799052845,1.1527467411354742,1.408406378343676
2,2,2463,0.8400000000000001,0.8800000000000001,149,148.92284352553338,11.809925610342324,1.000518096973171,0.0065331888626843655
