zbin,magnitude_lower,magnitude_upper,colour_lower,colour_upper,count,n_magnitude_bin,mean_measured,mean_expected,sigma_mean
0,-23.0,-22.9,1.04,1.08,2,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.08,1.12,1,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.12,1.16,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.16,1.2,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.2,1.24,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.24,1.28,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.28,1.32,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.32,1.3599999999999999,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,1.3599999999999999,1.4,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-22.9,-22.8,0.2,0.24000000000000002,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.24000000000000002,0.28,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.28,0.32,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.32,0.36,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.36,0.4,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.4,0.44,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.44,0.48000000000000004,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.48000000000000004,0.52,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.52,0.56,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.56,0.6000000000000001,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.6000000000000001,0.64,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.64,0.6799999999999999,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.6799999999999999,0.72,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.72,0.76,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.76,0.8,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.8,0.8400000000000001,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.8400000000000001,0.8800000000000001,1,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.8800000000000001,0.9199999999999999,2,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.9199999999999999,0.96,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,0.96,1.0,6,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,1.0,1.04,7,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,1.04,1.08,3,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,1.08,1.12,1,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,1.12,1.16,1,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
0,-22.9,-22.8,1.16,1.2,0,21,1.0079513739476598,0.9958062013993081,0.014002480391356539
