zbin,massbin,lower,upper,n_available,n_data,n_random,w_theta,jackknife_sigma,dd,dr,rr,null_reference
2,2,0.17235477520255066,0.25298221281347033,2463,2463,7389,1.8726921834740455,0.49759495181571795,2.14383270453071e-05,6.9783643779884364e-06,8.57300939667776e-06,0.0
2,2,0.25298221281347033,0.37132710668902225,2463,2463,7389,1.76638261322478,0.5259447040382828,5.442036865347187e-05,1.9671294860786302e-05,1.967395746160666e-05,0.0
2,2,0.37132710668902225,0.5450336552463688,2463,2463,7389,1.3898708036885292,0.6172528286344354,9.795666357624936e-05,4.110091775382166e-05,4.041038189972466e-05,0.0
2,2,0.5450336552463688,0.7999999999999999,2463,2463,7389,0.4739363658055809,0.19334111325815664,0.00013588601142563886,9.209243068904424e-05,9.181180148749773e-05,0.0
2,2,0.7999999999999999,1.174239414097655,2463,2463,7389,0.7373534698214308,0.17485755528538688,0.0003199258035991983,0.0001851739208962286,0.00019197679161791226,0.0
2,2,1.174239414097655,1.7235477520255065,2463,2463,7389,0.1365236154119507,0.07779360176156451,0.00044492774129414273,0.0003974370830392942,0.0004052761963506384,0.0
2,2,1.7235477520255065,2.529822128134703,2463,2463,7389,0.031055281982127925,0.048751396593187245,0.000899750095070735,0.0008786145386144496,0.0008849617178493646,0.0
2,2,2.529822128134703,3.7132710668902216,2463,2463,7389,0.02912026806926449,0.02303910901307807,0.0019535263244515994,0.0018992690135840181,0.0019003504162635704,0.0
2,2,3.7132710668902216,5.450336552463689,2463,2463,7389,-0.012321410379436138,0.03870203255285544,0.0039426732538400166,0.004000580907623654,0.004009090907092539,0.0
2,2,5.450336552463689,8.0,2463,2463,7389,-0.008543693893540535,0.021501398089882513,0.008465830439983734,0.008502834781948366,0.008467495434872496,0.0
