n_realizations,seeds,segment_index,z_lo,z_hi,ell_min,ell_max,ell_effective,measured_uu,measured_uu_particle_shot,measured_uu_clustering,measured_2uh,measured_hh,measured_hh_parallel,measured_hh_residual,measured_coherent_total,measured_orthogonal_total,measured_total,cross_correlation,cross_correlation_jackknife_sem,linear_theory,corrected_two_halo_theory,one_halo_theory,particle_shot_theory,coherent_over_linear,coherent_over_linear_jackknife_sem,corrected_two_halo_over_linear,measured_total_over_baseline_total,measured_total_over_corrected_total,decomposition_valid,linear_power_evolution,two_halo_model
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,20,39,30.608333333333334,2.3260313628685387e-05,5.6203211978288784e-08,2.32041104167071e-05,1.8638210251251854e-05,4.083821347717084e-06,3.742686911192165e-06,3.41134436524919e-07,4.558500757915112e-05,3.973376485032078e-07,4.5982345227654326e-05,0.9573227543755064,0.0010835739947235702,4.538527555987057e-05,4.5500352817626536e-05,1.2164384367268222e-11,5.6703513161308706e-08,1.0044008109858684,0.016036423176594407,1.0025355637117188,1.0118910720134369,1.009335032883584,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,40,59,50.165,1.7717036087549876e-05,5.6203211978288784e-08,1.7660832875571587e-05,1.4108511566364639e-05,3.1724621503496067e-06,2.817677116654706e-06,3.5478503369490053e-07,3.458702155859093e-05,4.109882456731893e-07,3.499800980426412e-05,0.942426279279111,0.0008319604928711211,3.5165864213075146e-05,3.5341125282025184e-05,7.632614996796767e-11,5.670351316130869e-08,0.9835396437017182,0.007430721626212353,1.0049838408033458,0.9936224478835773,0.9887028535812619,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,60,79,69.975,1.3994996344670655e-05,5.6203211978288784e-08,1.3938793132692367e-05,1.113943551988666e-05,2.588541650057454e-06,2.225569719710454e-06,3.629719303470004e-07,2.7303798372289482e-05,4.1917514232528917e-07,2.7722973514614764e-05,0.9272418468271727,0.00043955530915554134,2.796226697791292e-05,2.820072708052364e-05,2.721320803950006e-10,5.67035131613087e-08,0.9764515299798991,0.006058427006315915,1.008527924534841,0.9894262270924116,0.9810766920319034,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,80,99,89.86944444444444,1.0317960712428715e-05,5.6203211978288784e-08,1.0261757500450426e-05,8.211941481186955e-06,2.01304708512013e-06,1.6428955490197217e-06,3.7015153610040837e-07,2.0116594530657102e-05,4.2635474807869716e-07,2.05429492787358e-05,0.9033956810005108,0.0012384779497955647,2.105775516856388e-05,2.1336865110562272e-05,7.111147770413927e-10,5.67035131613087e-08,0.9553057469624401,0.0069340617025791095,1.0132544964913954,0.9729000276445221,0.960207566220012,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,100,119,109.80227272727272,8.219797270903407e-06,5.6203211978288784e-08,8.163594058925119e-06,6.5483255528387955e-06,1.6859240476860602e-06,1.3131644970477469e-06,3.727595506383133e-07,1.602508410881166e-05,4.289627626166021e-07,1.6454046871428266e-05,0.8825525285972526,0.001372627190046695,1.6572673784895726e-05,1.6889439271434213e-05,1.5294550545933801e-09,5.670351316130869e-08,0.9669582782361205,0.009484343581170352,1.0191137224234261,0.9893655899639826,0.9708735594339037,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,120,139,129.75576923076923,6.676316282464304e-06,5.6203211978288784e-08,6.620113070486015e-06,5.3548263735200094e-06,1.45805637040381e-06,1.0828427394382986e-06,3.752136309655114e-07,1.3057782183444322e-05,4.314168429438002e-07,1.348919902638812e-05,0.8617782661665028,0.0017299492825369864,1.377369102831655e-05,1.4130562097229497e-05,2.8785838476304247e-09,5.670351316130869e-08,0.9480234569368202,0.007520683545550082,1.0259096177037277,0.9751270653141773,0.9506033794825767,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,140,159,149.72166666666666,5.411378944181432e-06,5.6203211978288784e-08,5.3551757322031435e-06,4.341336356303652e-06,1.2549538659828184e-06,8.798591447348287e-07,3.750947212479897e-07,1.0576371233241623e-05,4.3129793322627847e-07,1.1007669166467903e-05,0.8373223732420385,0.0013015260680444946,1.1023379815427413e-05,1.1395783793486522e-05,4.914947871388149e-09,5.670351316130871e-08,0.9594490446967823,0.00384004365509902,1.033783103212857,0.9930239853842449,0.9607473772797037,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,160,179,169.6955882352941,4.487534203617603e-06,5.6203211978288784e-08,4.431330991639315e-06,3.6166337087900176e-06,1.1127209611060482e-06,7.379294961397954e-07,3.747914649662528e-07,8.785894196569127e-06,4.3099467694454157e-07,9.216888873513669e-06,0.8143559998405245,0.001648544079322786,9.093442672607218e-06,9.481540957980689e-06,7.78971601347595e-09,5.6703513161308706e-08,0.9661790933191299,0.0041882253770157965,1.0426789170335415,1.0064373645288558,0.9655202037632884,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,180,199,189.675,3.838061445775538e-06,5.6203211978288784e-08,3.781858233797249e-06,3.128489766946323e-06,1.0212948582384716e-06,6.46999941352943e-07,3.7429491688552863e-07,7.557347942096515e-06,4.304981288638174e-07,7.987846070960333e-06,0.7959330672086723,0.0016526086792332888,7.82731450517561e-06,8.237316789914606e-06,1.1639163884115229e-08,5.6703513161308706e-08,0.9655096824203772,0.006405499927816751,1.0523809646933047,1.011675898105972,0.961735320685376,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,200,219,209.65833333333333,3.254265329110322e-06,5.6203211978288784e-08,3.1980621171320334e-06,2.655245363525244e-06,9.188300929271238e-07,5.511406347263915e-07,3.676894582007323e-07,6.404448115383669e-06,4.2389267017902107e-07,6.82834078556269e-06,0.7744860698024841,0.0013199722133130833,6.589317224514155e-06,7.004294343273137e-06,1.6576372705624987e-08,5.67035131613087e-08,0.9719441176025461,0.006084417817662239,1.0629772561586726,1.0248767368693739,0.9647854709101845,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,220,239,229.64456521739132,2.8108915816049123e-06,5.6203211978288784e-08,2.7546883696266237e-06,2.3157526152451213e-06,8.524187033189502e-07,4.866893687634703e-07,3.657293345554799e-07,5.557130353635215e-06,4.219325465337687e-07,5.979062900168984e-06,0.7556130409620538,0.0017517782866598704,5.613647500494393e-06,6.031498182049286e-06,2.2684729390136236e-08,5.67035131613087e-08,0.9899321881443036,0.005668608065451692,1.0744347915536365,1.0502415881496148,0.978428084688162,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,240,259,249.633,2.461231683684702e-06,5.6203211978288784e-08,2.4050284717064135e-06,2.041529308331913e-06,7.935538513823967e-07,4.332424715351723e-07,3.6031137984722443e-07,4.8798002515734985e-06,4.165145918255132e-07,5.296314843399011e-06,0.7388857832566071,0.001176867674666051,4.931038284605063e-06,5.357852225590962e-06,3.001353163095047e-08,5.67035131613087e-08,0.9896090782358085,0.004705735974549111,1.086556606611316,1.0555147662082494,0.9727702193467043,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,260,279,269.6231481481482,2.16878472063544e-06,5.6203211978288784e-08,2.112581508657151e-06,1.8007518395462474e-06,7.409157031550383e-07,3.837375237761122e-07,3.5717817937892616e-07,4.29707087197951e-06,4.1338139135721495e-07,4.710452263336725e-06,0.7196688988640884,0.0016901882794227933,4.297691337627522e-06,4.724662281752909e-06,3.857581011585219e-08,5.6703513161308706e-08,0.9998556281502632,0.006453719811074949,1.09934890865408,1.0722703671247966,0.9772840937369277,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,280,299,289.6146551724138,1.884842998243266e-06,5.6203211978288784e-08,1.8286397862649772e-06,1.5749932799364356e-06,6.924496720756622e-07,3.3913237731084266e-07,3.5331729476481953e-07,3.7427654435122555e-06,4.095205067431083e-07,4.152285950255364e-06,0.699826719951662,0.001812642632764044,3.755249088726122e-06,4.17880729926982e-06,4.834830619708724e-08,5.6703513161308706e-08,0.9966756811814842,0.006739693194960112,1.1127909761872492,1.0756378969212865,0.9692862989352962,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,300,319,309.60725806451615,1.6951978165944947e-06,5.6203211978288784e-08,1.6389946046162059e-06,1.429010174883942e-06,6.646873832791406e-07,3.114821235790484e-07,3.532052597000922e-07,3.3794869030791968e-06,4.09408471678381e-07,3.788895374757577e-06,0.6845542101338299,0.0016784540844986715,3.344399827166191e-06,3.7682300356726267e-06,5.92733928594015e-08,5.6703513161308706e-08,1.010491292227681,0.004791249236724564,1.1267283310636813,1.0949372472713745,0.9754617690647015,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,320,339,329.6007575757576,1.507614188551471e-06,5.6203211978288784e-08,1.451410976573182e-06,1.277758925397933e-06,6.298588243006762e-07,2.812208081974222e-07,3.48638016103254e-07,3.010390710168537e-06,4.048412280815428e-07,3.41523193825008e-06,0.6681933004306897,0.0017105992624412904,2.981124782927373e-06,3.40178874297572e-06,7.12626080273908e-08,5.670351316130869e-08,1.0098170755577787,0.00414589813755012,1.1411091419109496,1.0984664146451018,0.9675549916859595,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,340,359,349.595,1.3618151667230625e-06,5.6203211978288784e-08,1.3056119547447736e-06,1.1500006829661263e-06,6.00679272422751e-07,2.5323404209351873e-07,3.4744523032923224e-07,2.708846679804419e-06,4.0364844230752103e-07,3.11249512211194e-06,0.649291504633715,0.0016835635075692905,2.657382021856073e-06,3.071675666858742e-06,8.420139603009723e-08,5.67035131613087e-08,1.0193666764977962,0.00446532935688752,1.1559029306269266,1.1122859087744958,0.9688457762945006,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,360,379,369.58986486486486,1.2322410405519947e-06,5.6203211978288784e-08,1.1760378285737058e-06,1.0536545766583557e-06,5.792760582681702e-07,2.3600175520279187e-07,3.432743030653783e-07,2.4656941604348535e-06,3.994775150436671e-07,2.865171675478521e-06,0.6382852768921515,0.0019333619291138852,2.394339035558799e-06,2.8037670166985844e-06,9.795463589678084e-08,5.670351316130869e-08,1.0298015961049565,0.003451609259168483,1.170998331923462,1.1240387760213055,0.968478671910465,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,380,399,389.5852564102564,1.1149011859582211e-06,5.6203211978288784e-08,1.0586979739799323e-06,9.553239586897792e-07,5.608808318673662e-07,2.155109125730721e-07,3.4536991929429413e-07,2.229532845242784e-06,4.015731312725829e-07,2.631105976515367e-06,0.6198681668310748,0.0024016292980270134,2.1659449513258536e-06,2.569503878209245e-06,1.1237254551569507e-07,5.6703513161308706e-08,1.029358037875342,0.005118173054446095,1.1863200293416314,1.1268018425719206,0.960755587622876,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,400,419,409.5810975609756,1.028067156530934e-06,5.6203211978288784e-08,9.718639445526452e-07,8.853482848122424e-07,5.456967421806653e-07,2.0163356965073604e-07,3.4406317252992927e-07,2.058845799015624e-06,4.0026638450821806e-07,2.4591121835238417e-06,0.6078630416310148,0.0025937260724665126,1.9606006985984535e-06,2.356294609402487e-06,1.2729658413497875e-07,5.670351316130869e-08,1.0501096936706191,0.004693358659382615,1.2018227939462112,1.1466526489364117,0.9680420846601563,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,420,439,429.57732558139537,9.330264894303573e-07,5.6203211978288784e-08,8.768232774520685e-07,8.043046793844544e-07,5.256301765828791e-07,1.8444595219904302e-07,3.411842243838361e-07,1.8655739090355662e-06,3.973874363621249e-07,2.262961345397691e-06,0.5923718594820869,0.0021077575460572897,1.7848900679864475e-06,2.172972523069677e-06,1.4256503601908575e-07,5.6703513161308706e-08,1.0452038153476526,0.004042037635918461,1.2174265306552068,1.140514334800989,0.9539339706530211,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,440,459,449.5738888888889,8.618020628055432e-07,5.6203211978288784e-08,8.055988508272544e-07,7.458229183914909e-07,5.149988389682756e-07,1.726205992681084e-07,3.423782397001672e-07,1.7240423684868537e-06,3.98581451678456e-07,2.1226238201653097e-06,0.5789528351266913,0.0009691560053198798,1.6318361285947268e-06,2.0121467675837896e-06,1.580180479230286e-07,5.6703513161308706e-08,1.0565045952080563,0.0029920659873561135,1.2330568813405127,1.1495031170860557,0.9531878435914686,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,460,479,469.5707446808511,7.962006187306174e-07,5.6203211978288784e-08,7.399974067523287e-07,6.856381758521052e-07,4.999096359690441e-07,1.588180255417912e-07,3.410916104272529e-07,1.584453608146225e-06,3.972948224055417e-07,1.9817484305517667e-06,0.5636430317214904,0.0010616794167580574,1.4942414914759947e-06,1.8658031598207416e-06,1.735019635118781e-07,5.67035131613087e-08,1.0603731841103676,0.00419852516935427,1.2486623952449096,1.1492081039051856,0.9454867675863735,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,480,499,489.5678571428571,7.309458164238598e-07,5.6203211978288784e-08,6.74742604445571e-07,6.249388851363323e-07,4.847588730065806e-07,1.4470281244369907e-07,3.4005606056288155e-07,1.4443843020256023e-06,3.9625927254117034e-07,1.8406435745667727e-06,0.5463558562222464,0.0014600167920343608,1.372751965796605e-06,1.735409057290451e-06,1.8887285920172134e-07,5.670351316130871e-08,1.0521815579316467,0.004505388758683614,1.2641825329919647,1.1373733816340106,0.9291555339146249,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,500,512,506.02764067127345,6.815401664594946e-07,5.6203211978288784e-08,6.253369544812059e-07,5.882951703447983e-07,4.805921659195183e-07,1.383618883271262e-07,3.422302775923921e-07,1.3519940131531306e-06,3.984334895706809e-07,1.750427502723811e-06,0.5365619809132816,0.0028065421740069616,1.2833747502646236e-06,1.638758644505023e-06,2.013548317175721e-07,5.67035131613087e-08,1.0534678299338194,0.005533740416334085,1.2769135781790326,1.1355844818946552,0.9228236105647489,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,20,39,30.608333333333334,2.7876097173725882e-05,7.080401207275769e-08,2.7805293161653125e-05,2.3130904958510103e-05,5.274980555127409e-06,4.81058373570316e-06,4.643968194242489e-07,5.574678185586639e-05,5.352008314970066e-07,5.628198268736339e-05,0.9549672055802094,0.0008138675813311167,5.6950560438239425e-05,5.7128707233555986e-05,2.95054356205972e-11,7.010155350759227e-08,0.9788627438762699,0.01493769328020588,1.0031280955612325,0.9870448991335761,0.9839707303066672,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,40,59,50.165,2.122756844120382e-05,7.080401207275769e-08,2.1156764429131064e-05,1.7446035611969613e-05,4.080398660948063e-06,3.596534805613145e-06,4.838638553349185e-07,4.219933484671382e-05,5.546678674076762e-07,4.27540027141215e-05,0.9388383804607972,0.0006566708794940877,4.336422987367357e-05,4.3640664524364405e-05,1.8457389531263694e-10,7.01015535075923e-08,0.973136960339126,0.00538784521493589,1.006374716015853,0.9843324307576465,0.9781073638670196,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,60,79,69.975,1.6159408873502024e-05,7.080401207275769e-08,1.6088604861429266e-05,1.3343001456685667e-05,3.2734548185224557e-06,2.7664873587009653e-06,5.069674598214904e-07,3.2198093676815896e-05,5.777714718942481e-07,3.277586514871015e-05,0.9193082753643206,0.0008359587913852237,3.291490360328315e-05,3.327991014264761e-05,6.551587263583173e-10,7.010155350759227e-08,0.9782223294618504,0.005449935377704646,1.011089400223188,0.9936398069706593,0.9827649111583723,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,80,99,89.86944444444444,1.1936320275579851e-05,7.080401207275769e-08,1.1865516263507094e-05,9.915532400356778e-06,2.5863675697112674e-06,2.071502423474519e-06,5.148651462367486e-07,2.3852551087338392e-05,5.856691583095063e-07,2.4438220245647894e-05,0.8949475837508934,0.0014857482131656902,2.4172093170284555e-05,2.4593090840643116e-05,1.7020265924759154e-09,7.010155350759227e-08,0.9867805373454797,0.009166006706384384,1.017416682427656,1.0080153573191648,0.9908098461226472,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,100,119,109.80227272727272,9.256782570217559e-06,7.080401207275769e-08,9.185978558144801e-06,7.720975702661016e-06,2.1422172691127023e-06,1.6224037924687168e-06,5.198134766439854e-07,1.852935805327453e-05,5.906174887167431e-07,1.911997554199128e-05,0.8702573870844539,0.0013412640921779595,1.9423843299204976e-05,1.9911217069378422e-05,3.6343943891841363e-09,7.010155350759231e-08,0.953949111298326,0.007255726355549189,1.0250915209037643,0.9806333032257529,0.9567185634844263,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,120,139,129.75576923076923,7.298974080038124e-06,7.080401207275769e-08,7.2281700679653665e-06,6.117183113050731e-06,1.8194398132792799e-06,1.294239374791241e-06,5.25200438488039e-07,1.4639592555807339e-05,5.960044505607966e-07,1.5235597006368135e-05,0.8434094392793194,0.0017279501947855883,1.5342736544324974e-05,1.5865854815280702e-05,6.7823076980493315e-09,7.01015535075923e-08,0.9541708881928422,0.008819375827539612,1.0340954998115521,0.9880656336328179,0.9556449061564838,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,140,159,149.72166666666666,5.9010283154715604e-06,7.080401207275769e-08,5.830224303398803e-06,4.96315063039591e-06,1.568292371421933e-06,1.0562571394396986e-06,5.120352319822344e-07,1.1849632073234411e-05,5.82839244054992e-07,1.2432471317289405e-05,0.8206752077167483,0.0013452991571067674,1.2232858594262012e-05,1.2777639359971218e-05,1.1467961761787538e-08,7.010155350759227e-08,0.9686723656556155,0.0051944252119169474,1.0445342158998505,1.0095857644957664,0.9668146336146043,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,160,179,169.6955882352941,4.945739311019206e-06,7.080401207275769e-08,4.874935298946449e-06,4.192840669200653e-06,1.4149680737981906e-06,9.015459590357168e-07,5.134221147624739e-07,9.969321927182819e-06,5.842261268352315e-07,1.055354805401805e-05,0.7982163423426543,0.0018422000338443002,1.0321283057239133e-05,1.0899882469285223e-05,1.7978701343784973e-08,7.010155350759228e-08,0.9658994789596962,0.006630548240891139,1.0560588648559806,1.0138514467796573,0.960464493644095,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,180,199,189.675,4.159577905482356e-06,7.080401207275769e-08,4.088773893409599e-06,3.5280876667138845e-06,1.2706642120087968e-06,7.610718340332842e-07,5.095923779755126e-07,8.377933394156767e-06,5.803963900482703e-07,8.958329784205035e-06,0.7739224158596424,0.0017595072777212947,8.518915638853531e-06,9.104571329096032e-06,2.6544064698052504e-08,7.010155350759226e-08,0.9834506819091193,0.006166834683307216,1.0687476804643317,1.039784816904994,0.9736027131532998,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,200,219,209.65833333333333,3.520185354481557e-06,7.080401207275769e-08,3.4493813424087995e-06,3.0549728784145752e-06,1.1864834769269914e-06,6.764154468154019e-07,5.100680301115895e-07,7.1807696676387765e-06,5.808720421843471e-07,7.761641709823123e-06,0.7550503462679147,0.002281875539679735,7.176584073948713e-06,7.768990796559776e-06,3.731862852055598e-08,7.010155350759228e-08,1.0005832292420649,0.0065916371123833474,1.0825471723743227,1.0655734726478692,0.9854287353622352,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,220,239,229.64456521739132,3.0088806227076163e-06,7.080401207275769e-08,2.9380766106348588e-06,2.623602567005617e-06,1.0833546588897235e-06,5.856969832477516e-07,4.97657675641972e-07,6.147376160888227e-06,5.684616877147297e-07,6.715837848602957e-06,0.7352773128057309,0.0018726863856141304,6.208665032682966e-06,6.812055017126371e-06,5.0371663352779565e-08,7.01015535075923e-08,0.9901284943748602,0.007938757958284496,1.0971851406489328,1.0610983018245053,0.9687429494594108,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,240,259,249.633,2.626535245432298e-06,7.080401207275769e-08,2.5557312333595406e-06,2.297805361169081e-06,1.0131891352555394e-06,5.164773792427367e-07,4.967117560128027e-07,5.370013973771358e-06,5.675157680855604e-07,5.9375297418569175e-06,0.7139707015309127,0.0016811156524193917,5.311824934390784e-06,5.910488045621054e-06,6.568382296477432e-08,7.010155350759232e-08,1.0109546229590203,0.0068692351178225785,1.112703848230068,1.089932906914581,0.982014759729663,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,260,279,269.6231481481482,2.2851840514208305e-06,7.080401207275769e-08,2.214380039348073e-06,2.0135594929130944e-06,9.468493178246901e-07,4.5773780465141894e-07,4.891115131732711e-07,4.685677336912586e-06,5.599155252460288e-07,5.2455928621586145e-06,0.6952931582025348,0.0020154131662977245,4.624151476624684e-06,5.220528826131296e-06,8.315037947073383e-08,7.01015535075923e-08,1.0133053297667516,0.008929853858620154,1.1289701153868617,1.098000820197537,0.9761456779319284,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,280,299,289.6146551724138,2.0211460532430714e-06,7.080401207275769e-08,1.950342041170314e-06,1.7869864352845879e-06,8.988014399870608e-07,4.0932826812969535e-07,4.894731718573655e-07,4.146656744584597e-06,5.602771839301232e-07,4.706933928514721e-06,0.6748449296376492,0.001721318362969766,4.0728513626280385e-06,4.666668912372611e-06,1.0258997163380146e-07,7.010155350759226e-08,1.0181213050478068,0.004647575740607914,1.1457989739555354,1.1086765704509698,0.9726355350651847,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,300,319,309.60725806451615,1.7914937872625395e-06,7.080401207275769e-08,1.7206897751897817e-06,1.5864171830523417e-06,8.54964969845124e-07,3.6565561017617895e-07,4.89309359668945e-07,3.6727625684183025e-06,5.601133717417027e-07,4.232875940160006e-06,0.6539762250847527,0.0016396698493973932,3.5781682746541646e-06,4.161991529461772e-06,1.2375747728831365e-07,7.010155350759228e-08,1.0264365134625426,0.00282680975383182,1.1631626044373318,1.1221753177778093,0.9717679432761814,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,320,339,329.6007575757576,1.5904323894605645e-06,7.080401207275769e-08,1.5196283773878068e-06,1.4297674756159682e-06,8.193865991644406e-07,3.36305090235817e-07,4.830815089286235e-07,3.285700943239592e-06,5.538855210013812e-07,3.839586464240974e-06,0.6406521558395286,0.001532681796058978,3.180042409207751e-06,3.755374880344264e-06,1.463594583724984e-07,7.010155350759231e-08,1.0332255109950448,0.004089809779961252,1.18091974794759,1.13045270038657,0.9667031993335161,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,340,359,349.595,1.4417619980247259e-06,7.080401207275769e-08,1.370957985951968e-06,1.2981032090876455e-06,7.907264221294658e-07,3.0728001126044e-07,4.834464108690258e-07,2.9763412063000533e-06,5.542504229417835e-07,3.5305916292418374e-06,0.6233816721031202,0.002185855792780503,2.843125552147369e-06,3.408727342463324e-06,1.7007065804794057e-07,7.01015535075923e-08,1.046855353979028,0.008104559120879132,1.1989366209623646,1.145069954256301,0.9675770946759232,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,360,379,369.58986486486486,1.2925035675830575e-06,7.080401207275769e-08,1.2216995555102997e-06,1.1618179508824945e-06,7.597211052918534e-07,2.7621786078758594e-07,4.835032445042674e-07,2.6597353671803805e-06,5.543072565770251e-07,3.214042623757406e-06,0.6029742736511763,0.0016765861696458764,2.545519044276618e-06,3.098264618837085e-06,1.9455023247590393e-07,7.010155350759227e-08,1.04486956134175,0.00575837180694617,1.217144544961574,1.1437178797631704,0.9557307517814682,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,380,399,389.5852564102564,1.1697741804460259e-06,7.080401207275769e-08,1.0989701683732681e-06,1.0620249694459002e-06,7.353162567603024e-07,2.565804487204861e-07,4.787358080398163e-07,2.4175755865396545e-06,5.49539820112574e-07,2.967115406652228e-06,0.5907105077706869,0.001953639219239366,2.295473964772579e-06,2.835879894633181e-06,2.1945667149695892e-07,7.010155350759226e-08,1.0531923357184199,0.005682368059383314,1.2354223738338683,1.1478059802837657,0.9493438337522245,True,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
