n_realizations,seeds,segment_index,z_lo,z_hi,ell_min,ell_max,measured_uu_clustering_over_linear,measured_2uh_over_linear,measured_hh_parallel_over_linear,measured_coherent_over_linear,measured_coherent_over_linear_jackknife_sem,corrected_two_halo_over_linear,corrected_excess_over_measured_coherent,corrected_minus_coherent_jackknife_sigma,cross_correlation,cross_correlation_jackknife_sem,measured_total_over_baseline_total,measured_total_over_corrected_total,measured_total_mean_over_theoretical_mean,realized_uncollapsed_shot_over_theory,measured_halo_mass_fraction,linear_power_evolution,two_halo_model
8,1386;2281;3253;4253;5237;6211;7213;8231,0,0.44933801,0.49256256,20,199,0.5326826274692958,0.3707348604471413,0.06450573458897144,0.9679232225054086,0.0026386157533204854,1.0114217845868363,0.04494009552620759,16.48537193287362,0.8953443160639318,0.00022100122397576273,0.983849598962866,0.9727752968593781,0.9932981788044346,0.9887605751369312,0.09076561876082878,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,1,0.40720486,0.44933801,20,199,0.5266511258617064,0.3856896743265903,0.07061435814779467,0.9829551583360914,0.0024696115239510423,1.0140393956666969,0.03162325063050053,12.586691076366112,0.8909771821653224,0.000513544498844713,1.0012451596178256,0.9874291818426171,1.0064124886595216,1.0145005353880656,0.09630342828727197,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,2,0.36610056,0.40720486,20,199,0.502232319839262,0.3851357273829502,0.07383511706010208,0.9612031642823142,0.0021706987748861266,1.0173915205597253,0.05845627476618254,25.88491638152722,0.8838875549239504,0.00012146893575772682,0.9817280540592526,0.9650064108798498,0.9951460492731894,0.9867311898028802,0.10172806039593613,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,3,0.32596586,0.36610056,20,199,0.4918757818094404,0.39680904655522226,0.0800290567512967,0.9687138851159594,0.0032540906297905225,1.0219349320484399,0.054939903051053784,16.355121288034486,0.8767719630599428,0.00045383203519618173,0.9924671671782195,0.9712477211215736,0.9955529819876123,0.9911768926627761,0.10738415696526403,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,4,0.28674463,0.32596586,20,199,0.4812702140919904,0.4048904027024242,0.0851581052599675,0.9713187220543821,0.0039546993106840365,1.0280056652003733,0.05836080563349566,14.334071617744842,0.865091459988456,0.00027370110858190736,0.9993531261331857,0.9722482935062959,1.0042739435577765,1.0100205848517942,0.11316388629201948,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,5,0.2483836,0.28674463,20,199,0.4624626533721554,0.4098340614824466,0.09079866056558786,0.9630953754201899,0.004820905730773718,1.0363723700614076,0.07608487851916812,15.19983976734125,0.8521166745810272,0.0005299879622929886,0.9959670705885029,0.9612047899688929,0.9943898784935891,0.9865304686680114,0.11902820295329895,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,6,0.21083225,0.2483836,20,199,0.45115303928300193,0.42001104864220706,0.09775467835808337,0.9689187662832923,0.0031531681450680847,1.0485129216722806,0.08214739786112935,25.242597834017403,0.8330464085507017,0.0005954485623040888,1.0089363704337142,0.9626063103717055,0.997855152451069,0.9984363756211375,0.12477563215575488,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,7,0.17404257,0.21083225,20,199,0.4368112954262266,0.4243621927036625,0.10306697221539386,0.964240460345283,0.0038449167240963773,1.0664583657698148,0.10600872876453327,26.58520658820113,0.8061531820653518,0.0007363742007573527,1.0124110160779427,0.9500853394692492,1.0009971139463534,1.0066890458980167,0.13000653326090714,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,8,0.13796899,0.17404257,20,199,0.4211974188725203,0.42998564571872583,0.10973930943063763,0.9609223740218837,0.0037603803432511474,1.094144480826368,0.13863982191078672,35.42782767801173,0.7713522832531798,0.00044732965154961683,1.0162230298648935,0.9308411669750609,0.9909958686043207,0.9886418555449992,0.1355615674247105,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
8,1386;2281;3253;4253;5237;6211;7213;8231,9,0.10256817,0.13796899,20,199,0.4073860361698473,0.4415596937280263,0.11965000381352017,0.9685957337113938,0.00481710091943694,1.1385106878823057,0.17542401670493035,35.273280965592235,0.7119383404349791,0.0010736094286190071,1.0295704430992367,0.9109661059213575,0.9923280099110222,0.9826606030430729,0.14100517487675407,scale_dependent_camb,castro_corrected_numerical_pbs_compensated_response
